Survived,Pclass,Sex,Age,Fare,Embarked,Title,IsAlone,Age*Class
1,3,0,2,8.1125,0,1,1,6
1,1,0,5,81.8583,0,3,0,5
1,2,1,5,19.5,0,4,0,10
1,1,0,3,26.55,0,1,1,3
1,3,1,5,19.2583,2,4,0,15
1,1,0,4,30.5,0,2,1,4
0,2,0,3,27.75,0,1,0,6
0,3,0,2,19.9667,0,1,0,6
0,1,0,2,27.75,2,1,1,2
1,1,0,4,89.1042,2,1,0,4
0,3,0,2,8.05,0,1,1,6
1,3,0,2,7.8958,2,1,1,6
0,1,0,1,26.55,0,1,1,1
1,1,1,3,51.8625,0,5,0,3
1,2,1,4,10.5,0,4,1,8
0,3,0,2,7.75,1,1,1,6
1,1,0,3,26.55,0,1,1,3
0,3,0,3,8.05,0,1,1,9
0,1,0,3,38.5,0,1,1,3
0,2,0,3,13.0,0,1,1,6
0,3,0,2,8.05,0,1,1,6
0,3,0,3,7.05,0,1,1,9
0,2,0,2,0.0,0,1,1,4
0,1,0,4,26.55,0,1,1,4
0,3,0,2,7.725,1,1,1,6
1,3,1,5,19.2583,2,4,0,15
0,3,0,2,7.25,0,1,1,6
0,3,0,3,8.6625,0,1,1,9
1,2,1,3,27.75,0,5,0,6
1,2,1,2,13.7917,2,5,1,4
0,3,1,2,9.8375,0,4,1,6
0,1,0,3,52.0,0,1,1,3
0,2,0,3,21.0,0,1,0,6
0,3,0,2,7.0458,0,1,0,6
0,3,0,2,7.5208,0,1,1,6
1,3,1,5,12.2875,0,4,0,15
0,3,0,5,46.9,0,3,0,15
0,2,0,2,0.0,0,1,1,4
0,3,0,4,8.05,0,1,1,12
1,3,1,4,9.5875,0,5,1,12
1,1,0,2,91.0792,2,1,0,2
0,3,1,2,25.4667,0,4,0,6
1,1,1,3,90.0,0,5,0,3
0,1,0,4,29.7,2,1,1,4
0,3,0,2,8.05,0,1,1,6
1,3,0,5,15.9,0,3,0,15
0,3,0,2,19.9667,0,1,0,6
0,3,0,2,7.25,0,1,1,6
0,1,0,4,30.5,0,1,1,4
0,1,0,1,49.5042,2,1,1,1
0,3,0,2,8.05,0,1,1,6
0,3,0,2,14.4583,2,1,1,6
1,1,1,4,78.2667,2,4,0,4
0,3,0,2,15.1,0,1,1,6
0,1,1,2,151.55,0,5,0,2
0,3,0,2,7.7958,0,1,1,6
0,3,0,2,8.6625,0,1,1,6
0,3,1,2,7.75,1,4,1,6
0,3,1,2,7.6292,1,4,1,6
0,3,1,3,9.5875,0,4,1,9
1,1,1,5,86.5,0,4,1,5
0,1,0,2,108.9,2,1,0,2
1,2,1,3,26.0,0,5,0,6
1,1,0,3,26.55,0,1,1,3
0,3,0,2,22.525,0,1,1,6
1,3,0,2,56.4958,0,1,1,6
1,3,0,2,7.75,1,1,1,6
0,3,0,2,8.05,0,1,1,6
1,1,0,3,26.2875,0,1,1,3
1,1,1,4,59.4,2,5,0,4
0,3,0,2,7.4958,0,1,1,6
0,1,0,3,34.0208,0,1,1,3
1,2,1,3,10.5,0,5,1,6
0,3,0,2,24.15,1,1,1,6
1,2,1,3,26.0,0,5,0,6
0,3,0,2,7.8958,0,1,1,6
1,1,1,2,93.5,0,4,1,2
0,3,0,2,7.8958,0,1,1,6
0,3,0,2,7.225,2,1,1,6
1,1,1,3,57.9792,2,5,0,3
0,3,0,2,7.2292,2,1,1,6
0,3,0,3,7.75,1,1,1,9
1,2,1,4,10.5,0,4,1,8
0,1,0,3,221.7792,0,1,1,3
0,3,0,3,7.925,0,1,1,9
0,2,0,2,11.5,0,1,0,4
1,2,1,5,26.0,0,4,0,10
0,3,0,2,7.2292,2,1,1,6
0,3,0,2,7.2292,2,1,0,6
1,3,1,2,22.3583,2,5,0,6
0,3,1,2,8.6625,0,4,1,6
1,2,1,5,26.25,0,4,0,10
0,1,0,3,26.55,0,2,1,3
1,1,1,2,106.425,2,4,1,2
0,3,0,2,14.5,0,1,1,6
1,1,1,2,49.5,2,4,0,2
1,1,1,3,71.0,0,4,0,3
0,3,1,5,31.275,0,4,0,15
0,3,1,5,31.275,0,4,0,15
1,2,0,2,26.0,0,1,0,4
0,1,0,4,106.425,2,1,0,4
0,1,0,4,26.0,0,1,1,4
1,2,1,2,26.0,0,5,0,4
1,2,0,2,13.8625,2,1,1,4
0,3,0,3,20.525,0,1,0,9
1,2,0,5,36.75,0,3,0,10
1,1,0,2,110.8833,2,1,0,2
0,2,0,2,26.0,0,1,1,4
0,3,0,2,7.8292,1,1,1,6
1,3,0,2,7.225,2,1,1,6
1,3,1,2,7.775,0,4,1,6
0,1,0,4,26.55,0,1,1,4
1,1,1,3,39.6,2,2,0,3
0,1,0,3,227.525,2,1,1,3
1,1,1,3,79.65,0,5,0,3
1,3,1,3,17.4,0,5,0,9
0,3,0,2,7.75,1,1,1,6
0,3,0,3,7.8958,0,1,1,9
0,2,0,2,13.5,0,1,1,4
0,3,0,2,8.05,0,1,1,6
0,3,1,2,8.05,0,4,1,6
0,3,0,2,24.15,0,1,0,6
0,3,0,2,7.8958,0,1,1,6
0,3,1,2,21.075,0,5,0,6
0,3,0,2,7.2292,2,1,1,6
1,3,0,2,7.8542,0,1,1,6
1,2,0,4,10.5,0,1,1,8
1,1,1,4,51.4792,0,5,0,4
1,1,0,3,26.3875,0,1,1,3
1,3,1,2,7.75,1,4,1,6
0,3,0,5,8.05,0,1,1,15
0,3,0,2,14.5,0,1,1,6
1,2,1,3,13.0,0,4,1,6
1,1,1,3,55.9,0,5,0,3
0,3,1,2,14.4583,2,5,0,6
1,3,0,2,7.925,0,1,1,6
1,2,1,2,30.0,0,4,0,4
1,1,1,3,110.8833,2,5,0,3
0,2,0,4,26.0,0,1,1,8
0,1,0,3,40.125,2,1,1,3
0,3,0,2,8.7125,2,1,1,6
1,1,1,2,79.65,0,4,0,2
0,2,0,3,15.0,0,1,1,6
1,1,0,4,79.2,2,1,0,4
0,3,0,2,8.05,0,1,1,6
0,3,0,2,8.05,0,1,1,6
0,3,0,3,7.125,0,1,1,9
1,1,1,4,78.2667,2,5,0,4
0,3,0,3,7.25,0,1,1,9
0,3,1,2,7.75,1,4,0,6
0,2,0,3,26.0,0,1,0,6
0,3,0,3,24.15,0,1,0,9
1,2,1,2,33.0,0,4,1,4
0,3,0,4,0.0,0,1,1,12
0,3,0,2,7.225,2,1,1,6
1,1,0,4,56.9292,2,2,0,4
1,2,1,2,27.0,0,5,0,4
0,3,0,2,7.8958,0,1,1,6
0,1,0,3,42.4,0,1,1,3
0,3,0,3,8.05,0,1,1,9
1,1,0,3,26.55,2,1,1,3
0,3,0,3,15.55,0,1,0,9
0,3,0,2,7.8958,0,1,1,6
1,1,0,2,30.5,0,1,1,2
1,2,1,2,41.5792,2,5,0,4
1,1,1,3,153.4625,0,4,1,3
0,3,1,3,31.275,0,5,0,9
0,3,0,2,7.05,0,1,1,6
1,3,1,2,15.5,1,4,0,6
0,3,0,2,7.75,1,1,1,6
0,3,0,3,8.05,0,1,1,9
1,2,1,2,65.0,0,4,0,4
0,3,0,3,14.4,0,1,0,9
0,3,1,2,16.1,0,5,0,6
1,2,1,5,39.0,0,4,0,10
0,2,0,2,10.5,0,1,1,4
0,3,0,2,14.4542,2,1,0,6
1,1,0,3,52.5542,0,1,0,3
1,3,0,2,15.7417,2,1,0,6
0,3,0,2,7.8542,0,1,1,6
0,3,0,2,16.1,0,1,1,6
0,1,0,4,32.3208,0,1,1,4
0,2,0,4,12.35,1,2,1,8
1,1,1,2,77.9583,0,4,1,2
0,3,0,2,7.8958,0,1,1,6
0,3,0,2,7.7333,1,1,1,6
1,1,0,1,30.0,0,1,1,1
0,3,0,4,7.0542,0,1,1,12
1,1,0,2,30.5,2,2,1,2
0,1,0,3,0.0,0,1,1,3
0,3,1,5,27.9,0,4,0,15
1,2,1,2,13.0,0,4,1,4
0,3,0,2,7.925,0,1,1,6
0,2,0,2,26.25,0,1,0,4
0,3,1,3,39.6875,0,5,0,9
0,3,0,2,16.1,0,1,0,6
0,3,0,2,7.8542,0,1,1,6
1,1,1,2,69.3,2,4,1,2
0,3,1,5,27.9,0,4,0,15
1,3,0,2,56.4958,0,1,1,6
1,3,1,5,19.2583,2,4,0,15
1,1,0,3,76.7292,2,1,0,3
0,3,0,2,7.8958,0,1,1,6
1,1,0,4,35.5,2,2,1,4
0,3,0,2,7.55,0,1,1,6
1,3,1,2,7.55,0,4,1,6
0,3,0,2,7.8958,0,1,1,6
1,2,1,2,23.0,0,4,0,4
0,3,0,2,8.4333,0,1,1,6
1,3,1,2,7.8292,1,4,1,6
0,3,1,2,6.75,1,4,1,6
0,2,0,2,73.5,0,1,0,4
0,3,0,2,7.8958,0,1,1,6
0,3,1,2,15.5,1,5,0,6
0,2,0,2,13.0,0,1,1,4
0,1,0,4,113.275,2,1,0,4
1,1,0,4,133.65,0,2,0,4
0,3,0,3,7.225,2,1,1,9
0,1,0,3,25.5875,0,1,1,3
0,3,0,3,7.4958,0,1,1,9
1,3,0,2,7.925,0,1,0,6
0,2,0,2,73.5,0,1,0,4
0,2,0,2,13.0,0,1,1,4
0,3,0,2,7.775,0,1,1,6
0,3,0,3,8.05,0,1,1,9
1,1,1,3,52.0,0,5,0,3
1,2,1,3,39.0,0,5,0,6
0,1,0,2,52.0,0,1,0,2
0,2,0,1,10.5,0,1,1,2
1,2,0,2,13.0,0,1,1,4
0,2,0,2,0.0,0,1,1,4
0,3,0,2,7.775,0,1,1,6
0,3,0,2,8.05,0,1,1,6
1,3,1,2,9.8417,0,4,1,6
0,3,1,3,46.9,0,5,0,9
1,1,0,3,512.3292,2,1,0,3
0,3,1,2,8.1375,1,4,1,6
1,1,0,2,76.7292,2,1,1,2
0,3,0,2,9.225,0,1,1,6
0,3,0,5,46.9,0,1,0,15
0,2,0,4,39.0,0,1,0,8
0,2,0,2,41.5792,2,1,0,4
0,3,0,5,39.6875,0,1,0,15
0,3,0,2,10.1708,0,1,1,6
0,3,0,2,7.7958,0,1,1,6
1,1,1,5,211.3375,0,4,0,5
1,1,0,2,57.0,0,1,0,2
1,3,1,5,13.4167,2,4,0,15
1,3,0,2,56.4958,0,1,1,6
0,3,0,2,7.225,2,1,1,6
0,1,0,4,26.55,0,2,1,4
0,2,0,4,13.5,0,1,1,8
0,3,0,3,8.05,0,1,1,9
1,3,1,2,7.7333,1,4,1,6
0,1,0,4,110.8833,2,1,0,4
0,3,0,3,7.65,0,1,1,9
1,1,1,2,227.525,2,5,0,2
1,1,0,3,26.2875,0,1,1,3
0,3,1,2,14.4542,2,4,0,6
0,3,0,2,7.7417,1,1,1,6
0,3,0,2,7.8542,0,1,0,6
0,2,0,3,26.0,0,1,1,6
1,2,1,3,13.5,0,5,1,6
1,1,0,3,26.2875,0,1,1,3
1,1,1,2,151.55,0,4,1,2
1,3,0,2,15.2458,2,3,0,6
1,1,1,2,49.5042,2,4,1,2
0,1,0,3,26.55,0,1,1,3
1,1,0,3,52.0,0,1,0,3
0,3,0,2,9.4833,0,1,1,6
0,2,0,4,13.0,0,1,1,8
0,3,0,2,7.65,0,1,1,6
1,1,1,3,227.525,2,4,1,3
1,2,1,2,10.5,0,4,1,4
0,3,0,2,15.5,1,1,1,6
0,3,0,3,7.775,0,1,1,9
1,2,1,5,33.0,0,4,0,10
0,3,0,2,7.0542,0,1,0,6
0,2,0,3,13.0,0,1,1,6
0,2,0,4,13.0,0,1,1,8
1,1,0,2,53.1,0,1,0,2
0,3,0,2,8.6625,0,1,1,6
1,2,1,2,21.0,0,5,0,4
1,3,1,2,7.7375,1,4,1,6
0,2,0,2,26.0,0,1,0,4
0,3,1,2,7.925,0,4,0,6
1,1,1,2,211.3375,0,4,1,2
0,3,0,5,18.7875,2,1,1,15
0,2,0,2,0.0,0,1,1,4
0,2,0,2,13.0,0,1,1,4
0,2,0,2,13.0,0,1,1,4
0,3,0,2,16.1,0,1,1,6
0,3,1,3,34.375,0,5,0,9
1,1,0,3,512.3292,2,1,1,3
0,3,0,2,7.8958,0,1,1,6
0,3,0,2,7.8958,0,1,1,6
1,1,0,3,30.0,0,1,1,3
0,1,0,3,78.85,0,1,0,3
1,1,1,2,262.375,2,4,0,2
0,3,0,2,16.1,0,1,0,6
1,3,0,2,7.925,0,1,1,6
0,1,0,1,71.0,0,2,0,1
0,3,0,5,20.25,0,1,0,15
1,2,1,2,13.0,0,4,1,4
0,1,0,2,53.1,0,1,0,2
0,3,0,2,7.75,1,1,1,6
1,2,1,5,23.0,0,4,0,10
1,3,0,5,12.475,0,3,0,15
0,3,0,3,9.5,0,1,1,9
0,3,0,2,7.8958,0,1,1,6
1,2,1,3,65.0,0,5,0,6
1,2,0,5,14.5,0,3,0,10
0,3,0,2,7.7958,0,1,1,6
0,2,0,2,11.5,0,1,1,4
0,3,0,3,8.05,0,1,1,9
1,1,1,3,86.5,0,2,1,3
0,3,0,2,14.5,0,1,1,6
0,3,0,3,7.125,0,1,1,9
1,3,0,2,7.2292,2,1,1,6
1,1,1,3,120.0,0,5,0,3
0,3,0,5,7.775,0,1,1,15
1,1,1,4,77.9583,0,5,0,4
0,1,0,3,39.6,2,2,1,3
0,3,1,2,7.75,1,4,1,6
0,3,0,2,24.15,1,1,0,6
0,3,0,2,8.3625,0,1,1,6
0,3,0,2,9.5,0,1,1,6
0,3,0,3,7.8542,0,1,1,9
0,2,1,4,10.5,0,5,1,8
0,3,0,2,7.225,2,1,1,6
1,2,1,4,23.0,0,5,0,8
0,3,0,2,7.75,0,1,1,6
0,3,0,2,7.75,1,1,1,6
1,3,1,5,12.475,0,4,1,15
0,3,0,2,7.7375,1,1,1,6
1,1,1,3,211.3375,0,5,0,3
1,3,1,5,7.2292,2,4,1,15
1,1,1,2,57.0,0,5,0,2
0,1,0,2,30.0,0,1,1,2
0,3,0,2,23.45,0,1,0,6
0,3,0,2,7.05,0,1,1,6
0,3,0,2,7.25,0,1,1,6
1,3,1,2,7.4958,0,4,1,6
0,3,0,5,29.125,1,3,0,15
1,3,0,5,20.575,0,3,0,15
0,1,0,3,79.2,2,1,1,3
0,3,0,2,7.75,1,1,1,6
0,2,0,5,26.0,0,1,1,10
0,3,1,2,69.55,0,4,0,6
0,1,0,3,30.6958,2,1,1,3
0,3,0,2,7.8958,0,1,1,6
0,2,0,3,13.0,0,1,1,6
1,1,1,4,25.9292,0,2,1,4
1,3,1,2,8.6833,0,5,1,6
0,3,0,2,7.2292,2,1,1,6
0,3,1,2,24.15,0,5,0,6
0,2,0,3,13.0,0,1,1,6
1,2,1,2,26.25,0,5,0,4
1,1,0,5,120.0,0,3,0,5
1,3,0,5,8.5167,2,3,0,15
1,3,0,2,6.975,0,1,1,6
0,3,0,2,7.775,0,1,1,6
0,1,0,3,0.0,0,1,1,3
0,3,1,2,7.775,0,4,1,6
0,2,0,3,13.0,0,1,1,6
1,1,1,3,53.1,0,5,0,3
0,3,0,2,7.8875,0,1,1,6
0,3,0,3,24.15,0,1,1,9
0,2,0,3,10.5,0,1,1,6
0,3,1,5,31.275,0,4,0,15
0,3,0,2,8.05,0,1,1,6
0,1,0,3,0.0,0,1,1,3
0,3,1,2,7.925,0,4,1,6
0,2,0,2,37.0042,2,1,0,4
0,3,0,3,6.45,0,1,1,9
0,3,0,5,27.9,0,3,0,15
1,1,1,4,93.5,0,5,0,4
1,3,0,2,8.6625,0,1,1,6
0,1,0,3,0.0,0,2,1,3
1,3,1,2,12.475,0,5,0,6
0,3,0,5,39.6875,0,3,0,15
0,3,0,2,6.95,1,1,1,6
0,3,0,2,56.4958,0,1,1,6
1,2,0,5,37.0042,2,3,0,10
1,3,0,2,7.75,1,1,1,6
1,1,1,4,80.0,0,5,1,4
1,3,1,5,14.4542,2,5,0,15
1,2,0,5,18.75,0,3,0,10
0,3,0,2,7.2292,2,1,1,6
0,3,0,2,7.8542,0,1,1,6
0,3,0,2,8.3,0,1,1,6
1,1,1,3,83.1583,2,4,0,3
0,3,0,2,8.6625,0,1,1,6
0,3,0,2,8.05,0,1,1,6
1,3,0,2,56.4958,0,1,1,6
1,1,0,3,29.7,2,1,1,3
0,3,0,2,7.925,0,1,1,6
0,2,0,5,10.5,0,1,1,10
1,1,1,2,31.0,2,4,1,2
0,3,0,3,6.4375,2,1,1,9
0,3,0,2,8.6625,0,1,1,6
0,3,0,3,7.55,0,1,1,9
0,3,0,2,69.55,0,1,0,6
0,3,0,3,7.8958,2,1,1,9
0,2,0,2,33.0,0,2,0,4
1,1,1,3,89.1042,2,5,0,3
0,3,0,5,31.275,0,3,0,15
0,3,0,1,7.775,0,1,1,3
0,3,1,5,15.2458,2,4,0,15
1,1,1,5,39.4,0,4,0,5
0,2,1,3,26.0,0,5,0,6
1,3,1,2,9.35,0,5,0,6
1,1,1,3,164.8667,0,5,0,3
1,1,0,4,26.55,0,1,1,4
1,3,1,2,19.2583,2,5,0,6
0,3,0,2,7.2292,2,1,1,6
0,3,0,3,14.1083,0,1,0,9
0,2,0,2,11.5,0,1,0,4
1,1,1,3,25.9292,0,5,1,3
0,3,1,2,69.55,0,4,0,6
0,2,0,2,13.0,0,1,1,4
1,2,1,3,13.0,0,5,1,6
1,2,1,2,13.8583,2,4,0,4
0,1,0,2,50.4958,0,1,1,2
0,3,0,2,9.5,0,1,1,6
1,3,0,5,11.1333,0,3,0,15
0,3,0,2,7.8958,0,1,1,6
1,1,1,3,52.5542,0,5,0,3
0,1,0,3,5.0,0,1,1,3
0,3,0,3,9.0,0,1,1,9
1,2,1,2,24.0,2,5,0,4
1,3,1,5,7.225,2,4,1,15
0,3,0,2,9.8458,0,1,1,6
0,3,0,2,7.8958,0,1,1,6
0,3,0,2,7.8958,0,1,1,6
1,1,1,4,83.1583,2,5,0,4
1,2,1,2,26.0,0,5,0,4
0,3,0,3,7.8958,0,1,1,9
0,3,1,2,10.5167,0,4,1,6
0,2,0,2,10.5,0,1,1,4
0,3,0,2,7.05,0,1,1,6
0,3,1,3,29.125,1,5,0,9
0,2,0,2,13.0,0,2,1,4
1,1,1,2,30.0,0,4,1,2
0,3,1,2,23.45,0,4,0,6
1,1,0,2,30.0,2,1,1,2
0,3,0,2,7.75,1,1,1,6
